trip_id,stop_id,is_peak_hour,seat_occupancy,delay_min,arrival_time
500D-2,500D-2#19,0,40,0,06:23:00
500D-2,500D-2#20,0,26,0,06:26:00
500D-2,500D-2#21,0,45,2,06:30:00
500D-2,500D-2#22,0,47,1,06:32:00
500D-2,500D-2#23,0,41,2,06:36:00
500D-2,500D-2#24,0,26,2,06:41:00
500D-2,500D-2#25,0,28,2,06:43:00
500D-2,500D-2#26,0,23,0,06:45:00
500D-2,500D-2#27,0,48,0,06:48:00
500D-2,500D-2#28,0,33,2,06:53:00
500D-2,500D-2#29,0,42,0,06:58:00
500D-2,500D-2#30,1,93,3,07:03:00
500D-2,500D-2#31,1,82,4,07:06:00
500D-2,500D-2#32,1,83,2,07:11:00
500D-2,500D-2#33,1,83,3,07:14:00
500D-2,500D-2#34,1,74,3,07:17:00
500D-2,500D-2#35,1,95,2,07:20:00
500D-2,500D-2#36,1,94,4,07:23:00
500D-2,500D-2#37,1,78,3,07:25:00
500D-3,500D-3#1,0,28,1,05:40:00
500D-3,500D-3#2,0,21,2,05:44:00
500D-3,500D-3#3,0,43,0,05:49:00
500D-3,500D-3#4,0,24,0,05:54:00
500D-3,500D-3#5,0,37,0,05:57:00
500D-3,500D-3#6,0,49,2,06:01:00
500D-3,500D-3#7,0,48,0,06:04:00
500D-3,500D-3#8,0,41,1,06:07:00
500D-3,500D-3#9,0,48,0,06:09:00
500D-3,500D-3#10,0,35,2,06:11:00
500D-3,500D-3#11,0,20,2,06:14:00
500D-3,500D-3#12,0,35,2,06:17:00
500D-3,500D-3#13,0,41,1,06:20:00
500D-3,500D-3#14,0,24,0,06:23:00
500D-3,500D-3#15,0,27,1,06:28:00
500D-3,500D-3#16,0,43,0,06:32:00
500D-3,500D-3#17,0,43,1,06:37:00
500D-3,500D-3#18,0,21,0,06:39:00
500D-3,500D-3#19,0,41,1,06:42:00
500D-3,500D-3#20,0,26,1,06:46:00
500D-3,500D-3#21,0,42,2,06:50:00
500D-3,500D-3#22,0,24,2,06:53:00
500D-3,500D-3#23,0,43,1,06:57:00
500D-3,500D-3#24,0,21,2,06:59:00
500D-3,500D-3#25,1,83,4,07:01:00
500D-3,500D-3#26,1,90,4,07:06:00
500D-3,500D-3#27,1,86,4,07:10:00
500D-3,500D-3#28,1,95,2,07:15:00
500D-3,500D-3#29,1,87,5,07:19:00
500D-3,500D-3#30,1,79,3,07:22:00
500D-3,500D-3#31,1,96,3,07:25:00
500D-3,500D-3#32,1,86,3,07:27:00
500D-3,500D-3#33,1,76,5,07:30:00
500D-3,500D-3#34,1,86,2,07:33:00
500D-3,500D-3#35,1,81,2,07:38:00
500D-3,500D-3#36,1,78,5,07:41:00
500D-3,500D-3#37,1,82,4,07:44:00
500D-4,500D-4#1,0,23,0,06:00:00
500D-4,500D-4#2,0,25,2,06:04:00
500D-4,500D-4#3,0,25,0,06:06:00
500D-4,500D-4#4,0,39,1,06:08:00
500D-4,500D-4#5,0,29,1,06:11:00
500D-4,500D-4#6,0,38,0,06:14:00
500D-4,500D-4#7,0,42,0,06:18:00
500D-4,500D-4#8,0,27,1,06:21:00
500D-4,500D-4#9,0,30,0,06:24:00
500D-4,500D-4#10,0,43,1,06:26:00
500D-4,500D-4#11,0,31,2,06:31:00
500D-4,500D-4#12,0,49,0,06:33:00
500D-4,500D-4#13,0,30,0,06:38:00
500D-4,500D-4#14,0,31,0,06:40:00
500D-4,500D-4#15,0,24,2,06:45:00
500D-4,500D-4#16,0,37,1,06:47:00
500D-4,500D-4#17,0,35,0,06:52:00
500D-4,500D-4#18,0,39,0,06:54:00
500D-4,500D-4#19,0,41,0,06:56:00
500D-4,500D-4#20,0,45,1,06:58:00
500D-4,500D-4#21,1,99,3,07:00:00
500D-4,500D-4#22,1,70,5,07:05:00
500D-4,500D-4#23,1,83,2,07:10:00
500D-4,500D-4#24,1,89,5,07:13:00
500D-4,500D-4#25,1,97,3,07:18:00
500D-4,500D-4#26,1,93,2,07:22:00
500D-4,500D-4#27,1,80,4,07:24:00
500D-4,500D-4#28,1,93,5,07:28:00
500D-4,500D-4#29,1,99,2,07:31:00
500D-4,500D-4#30,1,97,2,07:35:00
500D-4,500D-4#31,1,91,5,07:37:00
500D-4,500D-4#32,1,84,5,07:39:00
500D-4,500D-4#33,1,91,5,07:41:00
500D-4,500D-4#34,1,85,2,07:44:00
500D-4,500D-4#35,1,99,4,07:46:00
500D-4,500D-4#36,1,96,5,07:48:00
500D-4,500D-4#37,1,85,3,07:53:00
500D-5,500D-5#1,0,40,2,06:20:00
500D-5,500D-5#2,0,46,2,06:25:00
500D-5,500D-5#3,0,43,0,06:28:00
500D-5,500D-5#4,0,45,1,06:31:00
500D-5,500D-5#5,0,47,0,06:34:00
500D-5,500D-5#6,0,43,0,06:39:00
500D-5,500D-5#7,0,45,0,06:43:00
500D-5,500D-5#8,0,44,2,06:45:00
500D-5,500D-5#9,0,35,2,06:47:00
500D-5,500D-5#10,0,47,0,06:49:00
500D-5,500D-5#11,0,35,1,06:53:00
500D-5,500D-5#12,0,34,2,06:56:00
500D-5,500D-5#13,1,95,4,07:01:00
500D-5,500D-5#14,1,85,5,07:05:00
500D-5,500D-5#15,1,73,5,07:08:00
500D-5,500D-5#16,1,86,5,07:10:00
500D-5,500D-5#17,1,96,3,07:12:00
500D-5,500D-5#18,1,70,2,07:15:00
500D-5,500D-5#19,1,85,5,07:18:00
500D-5,500D-5#20,1,81,3,07:23:00
500D-5,500D-5#21,1,86,2,07:25:00
500D-5,500D-5#22,1,74,3,07:30:00
500D-5,500D-5#23,1,96,4,07:35:00
500D-5,500D-5#24,1,76,4,07:37:00
500D-5,500D-5#25,1,70,2,07:40:00
500D-5,500D-5#26,1,73,2,07:45:00
500D-5,500D-5#27,1,89,5,07:49:00
500D-5,500D-5#28,1,70,2,07:53:00
500D-5,500D-5#29,1,73,4,07:57:00
500D-5,500D-5#30,1,73,4,08:01:00
500D-5,500D-5#31,1,85,3,08:05:00
500D-5,500D-5#32,1,78,5,08:10:00
500D-5,500D-5#33,1,80,3,08:14:00
500D-5,500D-5#34,1,86,5,08:16:00
500D-5,500D-5#35,1,79,5,08:19:00
500D-5,500D-5#36,1,94,2,08:22:00
500D-5,500D-5#37,1,88,3,08:25:00
500D-6,500D-6#1,0,35,1,06:40:00
500D-6,500D-6#2,0,34,0,06:42:00
500D-6,500D-6#3,0,27,0,06:45:00
500D-6,500D-6#4,0,33,2,06:48:00
500D-6,500D-6#5,0,39,1,06:52:00
500D-6,500D-6#6,0,37,2,06:57:00
500D-6,500D-6#7,1,80,2,07:00:00
500D-6,500D-6#8,1,83,5,07:05:00
500D-6,500D-6#9,1,94,5,07:07:00
500D-6,500D-6#10,1,91,4,07:10:00
500D-6,500D-6#11,1,94,2,07:15:00
500D-6,500D-6#12,1,82,4,07:20:00
500D-6,500D-6#13,1,97,2,07:22:00
500D-6,500D-6#14,1,92,2,07:26:00
500D-6,500D-6#15,1,96,4,07:28:00
500D-6,500D-6#16,1,74,3,07:30:00
500D-6,500D-6#17,1,98,2,07:33:00
500D-6,500D-6#18,1,76,3,07:35:00
500D-6,500D-6#19,1,74,5,07:40:00
500D-6,500D-6#20,1,96,3,07:43:00
500D-6,500D-6#21,1,83,3,07:45:00
500D-6,500D-6#22,1,88,5,07:47:00
500D-6,500D-6#23,1,78,5,07:51:00
500D-6,500D-6#24,1,79,4,07:55:00
500D-6,500D-6#25,1,86,3,07:58:00
500D-6,500D-6#26,1,87,2,08:00:00
500D-6,500D-6#27,1,93,2,08:04:00
500D-6,500D-6#28,1,93,5,08:09:00
500D-6,500D-6#29,1,81,2,08:11:00
500D-6,500D-6#30,1,88,4,08:13:00
500D-6,500D-6#31,1,90,2,08:17:00
500D-6,500D-6#32,1,83,2,08:20:00
500D-6,500D-6#33,1,74,5,08:25:00
500D-6,500D-6#34,1,72,4,08:29:00
500D-6,500D-6#35,1,78,3,08:31:00
500D-6,500D-6#36,1,96,4,08:35:00
500D-6,500D-6#37,1,76,3,08:38:00
500D-7,500D-7#1,1,92,2,07:00:00
500D-7,500D-7#2,1,85,5,07:03:00
500D-7,500D-7#3,1,89,4,07:08:00
500D-7,500D-7#4,1,86,4,07:12:00
500D-7,500D-7#5,1,71,5,07:17:00
500D-7,500D-7#6,1,70,4,07:21:00
500D-7,500D-7#7,1,73,2,07:24:00
500D-7,500D-7#8,1,83,2,07:26:00
500D-7,500D-7#9,1,82,2,07:28:00
500D-7,500D-7#10,1,74,4,07:31:00
500D-7,500D-7#11,1,72,2,07:36:00
500D-7,500D-7#12,1,94,5,07:38:00
500D-7,500D-7#13,1,91,2,07:40:00
500D-7,500D-7#14,1,80,4,07:42:00
500D-7,500D-7#15,1,94,2,07:44:00
500D-7,500D-7#16,1,85,2,07:49:00
500D-7,500D-7#17,1,95,5,07:54:00
500D-7,500D-7#18,1,92,2,07:59:00
500D-7,500D-7#19,1,98,5,08:02:00
500D-7,500D-7#20,1,90,2,08:05:00
500D-7,500D-7#21,1,81,5,08:10:00
500D-7,500D-7#22,1,78,2,08:15:00
500D-7,500D-7#23,1,80,5,08:20:00
500D-7,500D-7#24,1,77,4,08:25:00
500D-7,500D-7#25,1,73,2,08:30:00
500D-7,500D-7#26,1,78,3,08:32:00
500D-7,500D-7#27,1,94,3,08:37:00
500D-7,500D-7#28,1,90,5,08:41:00
500D-7,500D-7#29,1,90,2,08:44:00
500D-7,500D-7#30,1,82,4,08:46:00
500D-7,500D-7#31,1,81,2,08:50:00
500D-7,500D-7#32,1,71,5,08:52:00
500D-7,500D-7#33,1,91,2,08:54:00
500D-7,500D-7#34,1,77,2,08:56:00
500D-7,500D-7#35,1,82,4,08:58:00
500D-7,500D-7#36,1,76,4,09:02:00
500D-7,500D-7#37,1,81,4,09:04:00
500D-8,500D-8#1,1,79,4,07:20:00
500D-8,500D-8#2,1,96,2,07:22:00
500D-8,500D-8#3,1,78,4,07:24:00
500D-8,500D-8#4,1,89,5,07:27:00
500D-8,500D-8#5,1,95,5,07:31:00
500D-8,500D-8#6,1,71,2,07:33:00
500D-8,500D-8#7,1,79,5,07:37:00
500D-8,500D-8#8,1,70,4,07:42:00
500D-8,500D-8#9,1,94,3,07:46:00
500D-8,500D-8#10,1,74,2,07:49:00
500D-8,500D-8#11,1,76,4,07:53:00
500D-8,500D-8#12,1,87,5,07:55:00
500D-8,500D-8#13,1,87,4,08:00:00
500D-8,500D-8#14,1,82,3,08:02:00
500D-8,500D-8#15,1,90,2,08:07:00
500D-8,500D-8#16,1,73,4,08:12:00
500D-8,500D-8#17,1,90,3,08:15:00
500D-8,500D-8#18,1,85,3,08:20:00
500D-8,500D-8#19,1,77,5,08:24:00
500D-8,500D-8#20,1,83,2,08:27:00
500D-8,500D-8#21,1,83,2,08:30:00
500D-8,500D-8#22,1,72,5,08:35:00
500D-8,500D-8#23,1,77,4,08:38:00
500D-8,500D-8#24,1,88,4,08:41:00
500D-8,500D-8#25,1,98,5,08:45:00
500D-8,500D-8#26,1,83,5,08:49:00
500D-8,500D-8#27,1,80,3,08:53:00
500D-8,500D-8#28,1,80,5,08:58:00
500D-8,500D-8#29,1,91,5,09:00:00
500D-8,500D-8#30,1,75,2,09:02:00
500D-8,500D-8#31,1,72,2,09:06:00
500D-8,500D-8#32,1,80,2,09:10:00
500D-8,500D-8#33,1,75,4,09:14:00
500D-8,500D-8#34,1,73,3,09:17:00
500D-8,500D-8#35,1,85,5,09:21:00
500D-8,500D-8#36,1,95,5,09:26:00
500D-8,500D-8#37,1,80,5,09:28:00
500D-9,500D-9#1,1,78,5,07:40:00
500D-9,500D-9#2,1,93,3,07:44:00
500D-9,500D-9#3,1,89,2,07:48:00
500D-9,500D-9#4,1,85,4,07:51:00
500D-9,500D-9#5,1,74,5,07:54:00
500D-9,500D-9#6,1,76,2,07:56:00
500D-9,500D-9#7,1,83,5,07:58:00
500D-9,500D-9#8,1,84,2,08:00:00
500D-9,500D-9#9,1,88,3,08:05:00
500D-9,500D-9#10,1,72,4,08:10:00
500D-9,500D-9#11,1,79,4,08:12:00
500D-9,500D-9#12,1,93,5,08:16:00
500D-9,500D-9#13,1,99,3,08:21:00
500D-9,500D-9#14,1,82,3,08:26:00
500D-9,500D-9#15,1,80,3,08:28:00
500D-9,500D-9#16,1,95,3,08:30:00
500D-9,500D-9#17,1,82,3,08:35:00
500D-9,500D-9#18,1,83,5,08:39:00
500D-9,500D-9#19,1,87,3,08:41:00
500D-9,500D-9#20,1,74,2,08:44:00
500D-9,500D-9#21,1,95,5,08:46:00
500D-9,500D-9#22,1,85,3,08:50:00
500D-9,500D-9#23,1,88,5,08:53:00
500D-9,500D-9#24,1,87,5,08:57:00
500D-9,500D-9#25,1,87,4,09:02:00
500D-9,500D-9#26,1,76,4,09:06:00
500D-9,500D-9#27,1,86,4,09:08:00
500D-9,500D-9#28,1,92,5,09:10:00
500D-9,500D-9#29,1,94,5,09:15:00
500D-9,500D-9#30,1,86,5,09:20:00
500D-9,500D-9#31,1,77,2,09:23:00
500D-9,500D-9#32,1,95,5,09:25:00
500D-9,500D-9#33,1,86,5,09:27:00
500D-9,500D-9#34,1,93,4,09:29:00
500D-9,500D-9#35,1,99,2,09:33:00
500D-9,500D-9#36,1,76,5,09:37:00
500D-9,500D-9#37,1,73,4,09:40:00
500D-10,500D-10#1,1,97,4,08:00:00
500D-10,500D-10#2,1,94,3,08:03:00
500D-10,500D-10#3,1,88,5,08:05:00
500D-10,500D-10#4,1,81,4,08:10:00
500D-10,500D-10#5,1,91,5,08:12:00
500D-10,500D-10#6,1,77,4,08:15:00
500D-10,500D-10#7,1,87,3,08:19:00
500D-10,500D-10#8,1,83,2,08:21:00
500D-10,500D-10#9,1,83,3,08:24:00
500D-10,500D-10#10,1,88,3,08:27:00
500D-10,500D-10#11,1,95,4,08:29:00
500D-10,500D-10#12,1,83,4,08:34:00
500D-10,500D-10#13,1,88,3,08:37:00
500D-10,500D-10#14,1,76,2,08:41:00
500D-10,500D-10#15,1,98,3,08:45:00
500D-10,500D-10#16,1,89,5,08:48:00
500D-10,500D-10#17,1,87,2,08:52:00
500D-10,500D-10#18,1,91,2,08:54:00
500D-10,500D-10#19,1,85,3,08:56:00
500D-10,500D-10#20,1,82,3,08:58:00
500D-10,500D-10#21,1,74,4,09:00:00
500D-10,500D-10#22,1,78,5,09:05:00
500D-10,500D-10#23,1,89,3,09:08:00
500D-10,500D-10#24,1,95,4,09:10:00
500D-10,500D-10#25,1,98,2,09:14:00
500D-10,500D-10#26,1,98,3,09:18:00
500D-10,500D-10#27,1,93,2,09:22:00
500D-10,500D-10#28,1,97,3,09:27:00
500D-10,500D-10#29,1,76,3,09:31:00
500D-10,500D-10#30,1,72,5,09:34:00
500D-10,500D-10#31,1,98,4,09:38:00
500D-10,500D-10#32,1,94,2,09:41:00
500D-10,500D-10#33,1,80,2,09:44:00
500D-10,500D-10#34,1,84,3,09:48:00
500D-10,500D-10#35,1,75,4,09:52:00
500D-10,500D-10#36,1,97,4,09:56:00
500D-10,500D-10#37,1,83,4,10:00:00
500D-11,500D-11#1,1,82,5,08:20:00
500D-11,500D-11#2,1,80,5,08:25:00
500D-11,500D-11#3,1,94,2,08:30:00
500D-11,500D-11#4,1,88,2,08:32:00
500D-11,500D-11#5,1,86,5,08:35:00
500D-11,500D-11#6,1,72,4,08:39:00
500D-11,500D-11#7,1,89,3,08:43:00
500D-11,500D-11#8,1,76,5,08:45:00
500D-11,500D-11#9,1,94,5,08:47:00
500D-11,500D-11#10,1,81,2,08:51:00
500D-11,500D-11#11,1,88,4,08:56:00
500D-11,500D-11#12,1,87,4,09:00:00
500D-11,500D-11#13,1,89,4,09:03:00
500D-11,500D-11#14,1,95,2,09:05:00
500D-11,500D-11#15,1,91,4,09:10:00
500D-11,500D-11#16,1,92,2,09:15:00
500D-11,500D-11#17,1,88,3,09:17:00
500D-11,500D-11#18,1,71,5,09:20:00
500D-11,500D-11#19,1,95,2,09:22:00
500D-11,500D-11#20,1,85,5,09:24:00
500D-11,500D-11#21,1,77,2,09:29:00
500D-11,500D-11#22,1,98,3,09:33:00
500D-11,500D-11#23,1,98,3,09:35:00
500D-11,500D-11#24,1,82,4,09:39:00
500D-11,500D-11#25,1,86,2,09:44:00
500D-11,500D-11#26,1,82,4,09:47:00
500D-11,500D-11#27,1,75,4,09:50:00
500D-11,500D-11#28,1,87,5,09:55:00
500D-11,500D-11#29,1,74,3,10:00:00
500D-11,500D-11#30,1,71,2,10:04:00
500D-11,500D-11#31,1,70,3,10:08:00
500D-11,500D-11#32,1,81,5,10:11:00
500D-11,500D-11#33,1,80,2,10:13:00
500D-11,500D-11#34,1,80,4,10:15:00
500D-11,500D-11#35,1,78,4,10:19:00
500D-11,500D-11#36,1,98,3,10:21:00
500D-11,500D-11#37,1,71,4,10:24:00
500D-12,500D-12#1,1,90,4,08:40:00
500D-12,500D-12#2,1,91,5,08:43:00
500D-12,500D-12#3,1,71,4,08:47:00
500D-12,500D-12#4,1,73,4,08:50:00
500D-12,500D-12#5,1,75,2,08:52:00
500D-12,500D-12#6,1,85,3,08:56:00
500D-12,500D-12#7,1,72,4,08:59:00
500D-12,500D-12#8,1,87,3,09:04:00
500D-12,500D-12#9,1,75,4,09:06:00
500D-12,500D-12#10,1,88,4,09:08:00
500D-12,500D-12#11,1,80,2,09:13:00
500D-12,500D-12#12,1,81,4,09:18:00
500D-12,500D-12#13,1,86,3,09:21:00
500D-12,500D-12#14,1,97,4,09:25:00
500D-12,500D-12#15,1,90,3,09:29:00
500D-12,500D-12#16,1,70,4,09:33:00
500D-12,500D-12#17,1,80,2,09:38:00
500D-12,500D-12#18,1,94,2,09:42:00
500D-12,500D-12#19,1,75,5,09:46:00
500D-12,500D-12#20,1,99,5,09:49:00
500D-12,500D-12#21,1,83,2,09:51:00
500D-12,500D-12#22,1,89,5,09:53:00
500D-12,500D-12#23,1,80,3,09:57:00
500D-12,500D-12#24,1,92,2,10:01:00
500D-12,500D-12#25,1,82,4,10:06:00
500D-12,500D-12#26,1,96,3,10:11:00
500D-12,500D-12#27,1,99,3,10:14:00
500D-12,500D-12#28,1,82,2,10:17:00
500D-12,500D-12#29,1,87,5,10:22:00
500D-12,500D-12#30,1,96,4,10:25:00
500D-12,500D-12#31,1,89,3,10:29:00
500D-12,500D-12#32,1,75,4,10:34:00
500D-12,500D-12#33,1,75,2,10:37:00
500D-12,500D-12#34,1,72,5,10:40:00
500D-12,500D-12#35,1,90,5,10:45:00
500D-12,500D-12#36,1,79,2,10:50:00
500D-12,500D-12#37,1,85,5,10:53:00
500D-13,500D-13#1,1,89,5,09:00:00
500D-13,500D-13#2,1,95,4,09:05:00
500D-13,500D-13#3,1,97,5,09:09:00
500D-13,500D-13#4,1,93,4,09:12:00
500D-13,500D-13#5,1,85,3,09:15:00
500D-13,500D-13#6,1,90,4,09:20:00
500D-13,500D-13#7,1,90,5,09:23:00
500D-13,500D-13#8,1,70,3,09:28:00
500D-13,500D-13#9,1,71,2,09:33:00
500D-13,500D-13#10,1,88,4,09:36:00
500D-13,500D-13#11,1,79,3,09:41:00
500D-13,500D-13#12,1,85,2,09:45:00
500D-13,500D-13#13,1,88,4,09:50:00
500D-13,500D-13#14,1,92,5,09:54:00
500D-13,500D-13#15,1,89,3,09:57:00
500D-13,500D-13#16,1,87,2,10:02:00
500D-13,500D-13#17,1,91,5,10:04:00
500D-13,500D-13#18,1,80,2,10:07:00
500D-13,500D-13#19,1,96,5,10:12:00
500D-13,500D-13#20,1,95,2,10:14:00
500D-13,500D-13#21,1,89,2,10:17:00
500D-13,500D-13#22,1,92,3,10:22:00
500D-13,500D-13#23,1,89,2,10:27:00
500D-13,500D-13#24,1,93,2,10:30:00
500D-13,500D-13#25,1,97,3,10:33:00
500D-13,500D-13#26,1,76,4,10:36:00
500D-13,500D-13#27,1,88,5,10:38:00
500D-13,500D-13#28,1,92,5,10:42:00
500D-13,500D-13#29,1,80,3,10:47:00
500D-13,500D-13#30,1,73,2,10:51:00
500D-13,500D-13#31,1,87,5,10:53:00
500D-13,500D-13#32,1,93,2,10:55:00
500D-13,500D-13#33,1,97,3,10:58:00
500D-13,500D-13#34,0,51,2,11:03:00
500D-13,500D-13#35,0,69,2,11:07:00
500D-13,500D-13#36,0,68,2,11:11:00
500D-13,500D-13#37,0,54,0,11:16:00
500D-14,500D-14#1,1,77,2,09:20:00
500D-14,500D-14#2,1,93,2,09:23:00
500D-14,500D-14#3,1,98,3,09:25:00
500D-14,500D-14#4,1,74,3,09:30:00
500D-14,500D-14#5,1,96,2,09:32:00
500D-14,500D-14#6,1,97,3,09:37:00
500D-14,500D-14#7,1,74,2,09:40:00
500D-14,500D-14#8,1,84,2,09:44:00
500D-14,500D-14#9,1,96,5,09:46:00
500D-14,500D-14#10,1,72,2,09:50:00
500D-14,500D-14#11,1,88,4,09:54:00
500D-14,500D-14#12,1,83,3,09:58:00
500D-14,500D-14#13,1,74,3,10:01:00
500D-14,500D-14#14,1,82,5,10:03:00
500D-14,500D-14#15,1,98,2,10:08:00
500D-14,500D-14#16,1,85,2,10:12:00
500D-14,500D-14#17,1,75,5,10:14:00
500D-14,500D-14#18,1,88,3,10:19:00
500D-14,500D-14#19,1,93,4,10:23:00
500D-14,500D-14#20,1,94,4,10:26:00
500D-14,500D-14#21,1,91,3,10:29:00
500D-14,500D-14#22,1,76,3,10:34:00
500D-14,500D-14#23,1,82,4,10:36:00
500D-14,500D-14#24,1,78,3,10:40:00
500D-14,500D-14#25,1,84,2,10:44:00
500D-14,500D-14#26,1,84,3,10:49:00
500D-14,500D-14#27,1,75,2,10:53:00
500D-14,500D-14#28,1,76,5,10:58:00
500D-14,500D-14#29,0,61,1,11:03:00
500D-14,500D-14#30,0,61,1,11:08:00
500D-14,500D-14#31,0,54,0,11:11:00
500D-14,500D-14#32,0,46,1,11:14:00
500D-14,500D-14#33,0,50,1,11:16:00
500D-14,500D-14#34,0,45,1,11:21:00
500D-14,500D-14#35,0,68,2,11:24:00
500D-14,500D-14#36,0,53,2,11:27:00
500D-14,500D-14#37,0,69,1,11:32:00
500D-15,500D-15#1,1,78,2,09:40:00
500D-15,500D-15#2,1,84,2,09:45:00
500D-15,500D-15#3,1,95,5,09:50:00
500D-15,500D-15#4,1,75,3,09:53:00
500D-15,500D-15#5,1,77,3,09:57:00
500D-15,500D-15#6,1,70,2,10:02:00
500D-15,500D-15#7,1,94,4,10:06:00
500D-15,500D-15#8,1,90,2,10:10:00
500D-15,500D-15#9,1,80,3,10:13:00
500D-15,500D-15#10,1,99,3,10:15:00
500D-15,500D-15#11,1,87,2,10:17:00
500D-15,500D-15#12,1,90,5,10:22:00
500D-15,500D-15#13,1,85,4,10:27:00
500D-15,500D-15#14,1,87,2,10:32:00
500D-15,500D-15#15,1,76,3,10:37:00
500D-15,500D-15#16,1,77,4,10:39:00
500D-15,500D-15#17,1,92,3,10:43:00
500D-15,500D-15#18,1,79,3,10:45:00
500D-15,500D-15#19,1,97,5,10:47:00
500D-15,500D-15#20,1,83,4,10:52:00
500D-15,500D-15#21,1,84,5,10:56:00
500D-15,500D-15#22,0,48,2,11:01:00
500D-15,500D-15#23,0,62,0,11:03:00
500D-15,500D-15#24,0,41,0,11:08:00
500D-15,500D-15#25,0,59,2,11:10:00
500D-15,500D-15#26,0,49,0,11:15:00
500D-15,500D-15#27,0,44,2,11:20:00
500D-15,500D-15#28,0,43,1,11:25:00
500D-15,500D-15#29,0,42,1,11:28:00
500D-15,500D-15#30,0,46,1,11:30:00
500D-15,500D-15#31,0,45,2,11:32:00
500D-15,500D-15#32,0,53,1,11:36:00
500D-15,500D-15#33,0,65,2,11:41:00
500D-15,500D-15#34,0,46,2,11:43:00
500D-15,500D-15#35,0,56,0,11:46:00
500D-15,500D-15#36,0,56,2,11:49:00
500D-15,500D-15#37,0,68,2,11:53:00
500D-16,500D-16#1,1,72,2,10:00:00
500D-16,500D-16#2,1,74,2,10:03:00
500D-16,500D-16#3,1,76,5,10:06:00
500D-16,500D-16#4,1,73,2,10:10:00
500D-16,500D-16#5,1,73,2,10:13:00
500D-16,500D-16#6,1,85,5,10:18:00
500D-16,500D-16#7,1,96,4,10:21:00
500D-16,500D-16#8,1,88,2,10:25:00
500D-16,500D-16#9,1,83,2,10:28:00
500D-16,500D-16#10,1,72,5,10:32:00
500D-16,500D-16#11,1,78,5,10:37:00
500D-16,500D-16#12,1,80,5,10:40:00
500D-16,500D-16#13,1,71,4,10:42:00
500D-16,500D-16#14,1,80,5,10:45:00
500D-16,500D-16#15,1,84,3,10:50:00
500D-16,500D-16#16,1,99,2,10:53:00
500D-16,500D-16#17,1,86,4,10:56:00
500D-16,500D-16#18,1,81,5,10:58:00
500D-16,500D-16#19,0,62,2,11:02:00
500D-16,500D-16#20,0,47,2,11:04:00
500D-16,500D-16#21,0,51,1,11:09:00
500D-16,500D-16#22,0,59,1,11:14:00
500D-16,500D-16#23,0,52,0,11:16:00
500D-16,500D-16#24,0,67,2,11:18:00
500D-16,500D-16#25,0,69,2,11:23:00
